PaymentID,BookingID,Amount,PaymentDate,PaymentMethod,Status
P0000527,B0000527,17500,21-04-2024,Online,Success
P0000528,B0000528,7500,23-04-2024,Card,Success
P0000529,B0000529,17500,11-04-2024,Card,Success
P0000530,B0000530,2500,12-04-2024,Online,Success
P0000531,B0000531,25000,18-05-2024,Card,Success
P0000532,B0000532,12500,07-05-2024,Card,Success
P0000533,B0000533,25000,12-04-2024,Online,Success
P0000534,B0000534,2500,10-05-2024,UPI,Success
P0000535,B0000535,30000,20-04-2024,UPI,Success
P0000536,B0000536,30000,08-05-2024,Cash,Success
P0000537,B0000537,130000,15-04-2024,UPI,Success
P0000538,B0000538,27500,21-05-2024,Card,Success
P0000539,B0000539,3000,13-04-2024,Online,Success
P0000540,B0000540,9000,27-04-2024,UPI,Success
P0000541,B0000541,25000,03-05-2024,Online,Success
P0000542,B0000542,21000,12-05-2024,UPI,Success
P0000543,B0000543,30000,06-05-2024,UPI,Success
P0000544,B0000544,25000,14-04-2024,Online,Success
P0000545,B0000545,54000,28-04-2024,Cash,Success
P0000546,B0000546,4500,14-04-2024,Online,Success
P0000547,B0000547,9000,25-04-2024,UPI,Success
P0000548,B0000548,25000,18-05-2024,UPI,Success
P0000549,B0000549,10000,27-04-2024,UPI,Success
P0000550,B0000550,24000,15-04-2024,Online,Success
P0000551,B0000551,22500,14-05-2024,Cash,Success
P0000552,B0000552,35000,04-05-2024,Cash,Success
P0000553,B0000553,12500,06-05-2024,Online,Success
P0000554,B0000554,30000,13-05-2024,Card,Success
P0000555,B0000555,10500,29-04-2024,UPI,Success
P0000556,B0000556,10000,17-04-2024,Card,Success
P0000557,B0000557,27500,20-05-2024,UPI,Success
P0000558,B0000558,48000,24-05-2024,Card,Success
P0000559,B0000559,3000,24-04-2024,Cash,Success
P0000560,B0000560,27500,20-05-2024,Cash,Success
P0000561,B0000561,44000,23-04-2024,Online,Success
P0000562,B0000562,18000,18-04-2024,UPI,Success
P0000563,B0000563,35000,01-06-2024,Card,Success
P0000564,B0000564,22500,18-04-2024,UPI,Success
P0000565,B0000565,12500,06-05-2024,Online,Success
P0000566,B0000566,30000,19-04-2024,Card,Success
P0000567,B0000567,9000,19-04-2024,UPI,Success
P0000568,B0000568,2500,15-05-2024,UPI,Success
P0000569,B0000569,56000,19-04-2024,UPI,Success
P0000570,B0000570,12000,27-04-2024,UPI,Success
P0000571,B0000571,15000,21-05-2024,UPI,Success
P0000572,B0000572,2500,20-04-2024,Online,Success
P0000573,B0000573,35000,20-04-2024,Card,Success
P0000574,B0000574,10000,21-04-2024,Online,Success
P0000575,B0000575,3000,28-04-2024,UPI,Success
P0000576,B0000576,19500,22-04-2024,Online,Success
P0000577,B0000577,5000,22-04-2024,UPI,Success
P0000578,B0000578,12500,26-05-2024,Cash,Success
P0000579,B0000579,9000,07-05-2024,UPI,Success
P0000580,B0000580,35000,14-05-2024,UPI,Success
P0000581,B0000581,3000,16-05-2024,Online,Success
P0000582,B0000582,7500,20-05-2024,UPI,Success
P0000583,B0000583,10000,23-04-2024,Card,Success
P0000584,B0000584,13500,15-05-2024,Cash,Success
P0000585,B0000585,10000,26-05-2024,UPI,Success
P0000586,B0000586,35000,27-05-2024,Card,Success
P0000587,B0000587,30000,25-05-2024,Cash,Success
P0000588,B0000588,1500,22-05-2024,Online,Success
P0000589,B0000589,4500,21-05-2024,UPI,Success
P0000590,B0000590,78000,05-06-2024,Online,Success
P0000591,B0000591,21000,24-04-2024,Card,Success
P0000592,B0000592,12500,24-04-2024,Cash,Success
P0000593,B0000593,66000,12-05-2024,Online,Success
P0000594,B0000594,17500,25-04-2024,Cash,Success
P0000595,B0000595,4000,26-04-2024,Card,Success
P0000596,B0000596,15000,10-05-2024,Online,Success
P0000597,B0000597,27500,20-05-2024,Online,Success
P0000598,B0000598,22500,03-06-2024,Card,Success
P0000599,B0000599,5000,30-04-2024,Cash,Success
P0000600,B0000600,72000,04-05-2024,Online,Success
P0000601,B0000601,20000,05-05-2024,Cash,Success
P0000602,B0000602,17500,07-05-2024,UPI,Success
P0000603,B0000603,30000,28-04-2024,Online,Success
P0000604,B0000604,30000,16-05-2024,Card,Success
P0000605,B0000605,12500,01-05-2024,Cash,Success
P0000606,B0000606,17500,23-05-2024,UPI,Success
P0000607,B0000607,1500,21-05-2024,UPI,Success
P0000608,B0000608,18000,28-04-2024,Online,Success
P0000609,B0000609,30000,29-05-2024,Card,Success
P0000610,B0000610,32500,29-04-2024,Online,Success
P0000611,B0000611,44000,29-04-2024,Card,Success
P0000612,B0000612,22500,19-05-2024,Cash,Success
P0000613,B0000613,5000,29-04-2024,UPI,Success
P0000614,B0000614,27500,29-04-2024,Card,Success
P0000615,B0000615,12500,27-05-2024,Card,Success
P0000616,B0000616,5000,30-04-2024,Card,Success
P0000617,B0000617,27500,05-06-2024,Card,Success
P0000618,B0000618,32500,30-04-2024,UPI,Success
P0000619,B0000619,12500,30-04-2024,Cash,Success
P0000620,B0000620,17500,18-05-2024,Card,Success
P0000621,B0000621,10000,30-04-2024,UPI,Success
P0000622,B0000622,17500,01-05-2024,Cash,Success
P0000623,B0000623,36000,26-05-2024,Cash,Success
P0000624,B0000624,20000,01-05-2024,Cash,Success
P0000625,B0000625,54000,24-05-2024,Card,Success
P0000626,B0000626,5000,23-05-2024,UPI,Success
P0000627,B0000627,32500,02-05-2024,Card,Success
P0000628,B0000628,8000,12-05-2024,Cash,Success
P0000629,B0000629,10000,02-05-2024,Online,Success
P0000630,B0000630,18000,25-05-2024,Cash,Success
P0000631,B0000631,60000,06-06-2024,Cash,Success
P0000632,B0000632,20000,26-05-2024,Online,Success
P0000633,B0000633,25000,19-05-2024,Cash,Success
P0000634,B0000634,25000,10-05-2024,Card,Success
P0000635,B0000635,22500,21-05-2024,Cash,Success
P0000636,B0000636,12000,23-05-2024,UPI,Success
P0000637,B0000637,66000,14-05-2024,Cash,Success
P0000638,B0000638,10000,04-05-2024,Online,Success
P0000639,B0000639,17500,15-05-2024,Online,Success
P0000640,B0000640,9000,25-05-2024,Cash,Success
P0000641,B0000641,20000,11-05-2024,Online,Success
P0000642,B0000642,17500,05-05-2024,Cash,Success
P0000643,B0000643,22500,21-05-2024,Card,Success
P0000644,B0000644,27500,06-05-2024,Card,Success
P0000645,B0000645,27500,30-05-2024,UPI,Success
P0000646,B0000646,7500,30-05-2024,UPI,Success
P0000647,B0000647,20000,31-05-2024,Online,Success
P0000648,B0000648,20000,06-05-2024,Cash,Success
P0000649,B0000649,35000,20-06-2024,Card,Success
P0000650,B0000650,2500,11-05-2024,Online,Success
P0000651,B0000651,27500,07-05-2024,Online,Success
P0000652,B0000652,18000,21-05-2024,Online,Success
P0000653,B0000653,15000,23-05-2024,Online,Success
P0000654,B0000654,7500,06-06-2024,Cash,Success
P0000655,B0000655,27500,15-05-2024,Online,Success
P0000656,B0000656,25000,15-05-2024,UPI,Success
P0000657,B0000657,5000,26-05-2024,Card,Success
P0000658,B0000658,2500,16-05-2024,Online,Success
P0000659,B0000659,18000,08-05-2024,Cash,Success
P0000660,B0000660,20000,09-05-2024,Cash,Success
P0000661,B0000661,30000,25-05-2024,Cash,Success
P0000662,B0000662,12000,18-05-2024,UPI,Success
P0000663,B0000663,15000,10-05-2024,Cash,Success
P0000664,B0000664,22500,13-06-2024,UPI,Success
P0000665,B0000665,20000,30-05-2024,Cash,Success
P0000666,B0000666,5000,05-06-2024,UPI,Success
P0000667,B0000667,24000,11-06-2024,Online,Success
P0000668,B0000668,35000,24-06-2024,Cash,Success
P0000669,B0000669,7500,18-05-2024,UPI,Success
P0000670,B0000670,5000,06-06-2024,Cash,Success
P0000671,B0000671,2500,24-05-2024,Card,Success
P0000672,B0000672,30000,11-05-2024,Online,Success
P0000673,B0000673,25000,11-05-2024,Cash,Success
P0000674,B0000674,90000,20-05-2024,UPI,Success
P0000675,B0000675,72000,12-05-2024,UPI,Success
P0000676,B0000676,35000,19-06-2024,Card,Success
P0000677,B0000677,19500,05-06-2024,Cash,Success
P0000678,B0000678,28000,22-05-2024,UPI,Success
P0000679,B0000679,21000,12-05-2024,Card,Success
P0000680,B0000680,15000,26-05-2024,UPI,Success
P0000681,B0000681,20000,05-06-2024,UPI,Success
P0000682,B0000682,48000,13-05-2024,Card,Success
P0000683,B0000683,22500,13-05-2024,Online,Success
P0000684,B0000684,30000,13-05-2024,Card,Success
P0000685,B0000685,19500,13-06-2024,Cash,Success
P0000686,B0000686,22500,14-05-2024,Card,Success
P0000687,B0000687,15000,22-05-2024,Online,Success
P0000688,B0000688,12500,22-05-2024,UPI,Success
P0000689,B0000689,42000,14-05-2024,UPI,Success
P0000690,B0000690,25000,26-05-2024,UPI,Success
P0000691,B0000691,16000,26-05-2024,Cash,Success
P0000692,B0000692,35000,15-05-2024,Card,Success
P0000693,B0000693,21000,15-05-2024,Cash,Success
P0000694,B0000694,27500,21-06-2024,Cash,Success
P0000695,B0000695,22500,13-06-2024,Online,Success
P0000696,B0000696,1500,03-06-2024,Online,Success
P0000697,B0000697,5000,11-06-2024,Online,Success
P0000698,B0000698,27500,02-06-2024,UPI,Success
P0000699,B0000699,30000,16-05-2024,Cash,Success
P0000700,B0000700,2500,05-06-2024,Online,Success
P0000701,B0000701,17500,17-05-2024,UPI,Success
P0000702,B0000702,1500,06-06-2024,Online,Success
P0000703,B0000703,15000,21-06-2024,UPI,Success
P0000704,B0000704,30000,17-05-2024,Card,Success
P0000705,B0000705,27500,16-06-2024,Cash,Success
P0000706,B0000706,27500,17-05-2024,Card,Success
P0000707,B0000707,20000,04-06-2024,Card,Success
P0000708,B0000708,15000,18-05-2024,UPI,Success
P0000709,B0000709,25000,10-06-2024,UPI,Success
P0000710,B0000710,12000,19-05-2024,Cash,Success
P0000711,B0000711,36000,05-06-2024,Online,Success
P0000712,B0000712,27500,19-05-2024,Card,Success
P0000713,B0000713,20000,14-06-2024,Card,Success
P0000714,B0000714,5000,29-05-2024,UPI,Success
P0000715,B0000715,17500,19-05-2024,Online,Success
P0000716,B0000716,3000,04-06-2024,Cash,Success
P0000717,B0000717,25000,22-05-2024,Cash,Success
P0000718,B0000718,44000,07-06-2024,Cash,Success
P0000719,B0000719,54000,22-05-2024,Online,Success
P0000720,B0000720,13500,06-06-2024,Online,Success
P0000721,B0000721,32500,09-06-2024,Online,Success
P0000722,B0000722,35000,17-06-2024,Cash,Success
P0000723,B0000723,3000,17-06-2024,Cash,Success
P0000724,B0000724,16000,15-06-2024,Card,Success
P0000725,B0000725,32500,28-06-2024,Online,Success
P0000726,B0000726,12000,30-05-2024,UPI,Success
P0000727,B0000727,7500,21-05-2024,Online,Success
P0000728,B0000728,16500,21-05-2024,Card,Success
P0000729,B0000729,15000,29-05-2024,Online,Success
P0000730,B0000730,5000,08-06-2024,Cash,Success
P0000731,B0000731,84000,17-06-2024,UPI,Success
P0000732,B0000732,20000,21-06-2024,UPI,Success
P0000733,B0000733,10000,22-05-2024,UPI,Success
P0000734,B0000734,27500,22-05-2024,Cash,Success
P0000735,B0000735,20000,28-06-2024,Cash,Success
P0000736,B0000736,10000,14-06-2024,Card,Success
P0000737,B0000737,9000,14-06-2024,UPI,Success
P0000738,B0000738,27500,22-06-2024,Card,Success
P0000739,B0000739,18000,22-05-2024,Cash,Success
P0000740,B0000740,2500,22-05-2024,UPI,Success
P0000741,B0000741,15000,22-05-2024,Card,Success
P0000742,B0000742,48000,28-06-2024,Card,Success
P0000743,B0000743,48000,06-06-2024,Cash,Success
P0000744,B0000744,25000,23-05-2024,Online,Success
P0000745,B0000745,7500,05-06-2024,Online,Success
P0000746,B0000746,19500,07-06-2024,UPI,Success
P0000747,B0000747,7500,03-06-2024,UPI,Success
P0000748,B0000748,21000,24-05-2024,Online,Success
P0000749,B0000749,17500,24-05-2024,Online,Success
P0000750,B0000750,17500,18-06-2024,UPI,Success
P0000751,B0000751,25000,09-06-2024,Cash,Success
P0000752,B0000752,10000,03-06-2024,Cash,Success
P0000753,B0000753,15000,18-06-2024,Online,Success
P0000754,B0000754,2500,21-06-2024,Cash,Success
P0000755,B0000755,19500,24-05-2024,UPI,Success
P0000756,B0000756,32500,04-06-2024,Cash,Success
P0000757,B0000757,32500,14-06-2024,Cash,Success
P0000758,B0000758,27500,25-06-2024,Online,Success
P0000759,B0000759,6000,13-06-2024,Cash,Success
P0000760,B0000760,17500,01-06-2024,Card,Success
P0000761,B0000761,35000,31-05-2024,Online,Success
P0000762,B0000762,78000,29-06-2024,Card,Success
P0000763,B0000763,22500,26-05-2024,Online,Success
P0000764,B0000764,120000,27-05-2024,UPI,Success
P0000765,B0000765,17500,06-06-2024,Cash,Success
P0000766,B0000766,24000,23-06-2024,Card,Success
P0000767,B0000767,5000,27-05-2024,Card,Success
P0000768,B0000768,15000,03-06-2024,Online,Success
P0000769,B0000769,20000,17-06-2024,Card,Success
P0000770,B0000770,2500,26-06-2024,UPI,Success
P0000771,B0000771,19500,09-06-2024,Online,Success
P0000772,B0000772,9000,19-06-2024,UPI,Success
P0000773,B0000773,17500,30-06-2024,Cash,Success
P0000774,B0000774,10000,22-06-2024,UPI,Success
P0000775,B0000775,18000,29-05-2024,UPI,Success
P0000776,B0000776,13500,29-05-2024,Online,Success
P0000777,B0000777,32500,06-06-2024,UPI,Success
P0000778,B0000778,7500,12-06-2024,Card,Success
P0000779,B0000779,7500,25-06-2024,Cash,Success
P0000780,B0000780,22500,05-07-2024,Card,Success
P0000781,B0000781,2500,07-06-2024,UPI,Success
P0000782,B0000782,21000,08-07-2024,Online,Success
P0000783,B0000783,25000,31-05-2024,Cash,Success
P0000784,B0000784,1500,19-06-2024,Online,Success
P0000785,B0000785,25000,08-07-2024,UPI,Success
P0000786,B0000786,20000,01-06-2024,Cash,Success
P0000787,B0000787,35000,02-07-2024,Online,Success
P0000788,B0000788,19500,01-07-2024,UPI,Success
P0000789,B0000789,22500,02-06-2024,UPI,Success
P0000790,B0000790,30000,04-06-2024,Card,Success
P0000791,B0000791,18000,02-06-2024,UPI,Success
P0000792,B0000792,35000,23-06-2024,Card,Success
P0000793,B0000793,10500,02-06-2024,Card,Success
P0000794,B0000794,35000,02-06-2024,Cash,Success
P0000795,B0000795,44000,01-07-2024,Cash,Success
P0000796,B0000796,28000,01-07-2024,Cash,Success
P0000797,B0000797,18000,04-07-2024,UPI,Success
P0000798,B0000798,35000,23-06-2024,Card,Success
P0000799,B0000799,13500,20-06-2024,Online,Success
P0000800,B0000800,3000,03-06-2024,Card,Success
P0000801,B0000801,25000,03-06-2024,Card,Success
P0000802,B0000802,13500,03-07-2024,Online,Success
P0000803,B0000803,7500,04-06-2024,Online,Success
P0000804,B0000804,52000,28-06-2024,Card,Success
P0000805,B0000805,2500,17-06-2024,UPI,Success
P0000806,B0000806,56000,04-07-2024,Online,Success
P0000807,B0000807,18000,04-06-2024,Card,Success
P0000808,B0000808,17500,28-06-2024,Online,Success
P0000809,B0000809,60000,05-06-2024,UPI,Success
P0000810,B0000810,25000,08-07-2024,Online,Success
P0000811,B0000811,22500,21-06-2024,UPI,Success
P0000812,B0000812,10500,19-06-2024,Online,Success
P0000813,B0000813,2500,06-06-2024,Card,Success
P0000814,B0000814,32500,01-07-2024,Card,Success
P0000815,B0000815,19500,20-06-2024,Cash,Success
P0000816,B0000816,84000,13-07-2024,Online,Success
P0000817,B0000817,24000,07-07-2024,Cash,Success
P0000818,B0000818,15000,07-07-2024,Cash,Success
P0000819,B0000819,30000,30-06-2024,Cash,Success
P0000820,B0000820,52000,07-06-2024,UPI,Success
P0000821,B0000821,32000,22-06-2024,Card,Success
P0000822,B0000822,15000,27-06-2024,Cash,Success
P0000823,B0000823,10000,07-06-2024,Online,Success
P0000824,B0000824,16500,21-06-2024,Cash,Success
P0000825,B0000825,2500,26-06-2024,Cash,Success
P0000826,B0000826,5000,19-06-2024,UPI,Success
P0000827,B0000827,19500,08-06-2024,Online,Success
P0000828,B0000828,10000,08-06-2024,UPI,Success
P0000829,B0000829,35000,08-06-2024,Cash,Success
P0000830,B0000830,56000,30-06-2024,Cash,Success
P0000831,B0000831,22500,06-07-2024,UPI,Success
P0000832,B0000832,17500,09-06-2024,Card,Success
P0000833,B0000833,17500,09-06-2024,UPI,Success
P0000834,B0000834,78000,17-06-2024,Card,Success
P0000835,B0000835,17500,23-06-2024,Online,Success
P0000836,B0000836,12500,29-06-2024,Cash,Success
P0000837,B0000837,15000,09-06-2024,Cash,Success
P0000838,B0000838,27500,17-06-2024,Card,Success
P0000839,B0000839,15000,10-06-2024,Online,Success
P0000840,B0000840,20000,10-06-2024,UPI,Success
P0000841,B0000841,12500,10-06-2024,UPI,Success
P0000842,B0000842,10000,10-06-2024,Cash,Success
P0000843,B0000843,4500,10-06-2024,Online,Success
P0000844,B0000844,15000,06-07-2024,Online,Success
P0000845,B0000845,21000,10-06-2024,Cash,Success
P0000846,B0000846,5000,23-06-2024,Cash,Success
P0000847,B0000847,52000,24-07-2024,Card,Success
P0000848,B0000848,6000,02-07-2024,Card,Success
P0000849,B0000849,20000,27-06-2024,Online,Success
P0000850,B0000850,13500,11-06-2024,UPI,Success
P0000851,B0000851,25000,11-06-2024,Online,Success
P0000852,B0000852,42000,11-06-2024,Cash,Success
P0000853,B0000853,22500,20-07-2024,UPI,Success
P0000854,B0000854,3000,12-06-2024,Cash,Success
P0000855,B0000855,35000,06-07-2024,Online,Success
P0000856,B0000856,10500,12-06-2024,Online,Success
P0000857,B0000857,72000,22-06-2024,UPI,Success
P0000858,B0000858,8000,23-06-2024,Cash,Success
P0000859,B0000859,25000,30-06-2024,Cash,Success
P0000860,B0000860,7500,03-07-2024,Card,Success
P0000861,B0000861,20000,19-06-2024,Cash,Success
P0000862,B0000862,5000,19-06-2024,UPI,Success
P0000863,B0000863,2500,13-06-2024,Cash,Success
P0000864,B0000864,18000,19-06-2024,UPI,Success
P0000865,B0000865,1500,30-06-2024,Card,Success
P0000866,B0000866,27500,18-07-2024,Online,Success
P0000867,B0000867,42000,03-07-2024,Online,Success
P0000868,B0000868,10500,14-07-2024,Card,Success
P0000869,B0000869,15000,15-06-2024,Cash,Success
P0000870,B0000870,7500,19-06-2024,Online,Success
P0000871,B0000871,20000,15-06-2024,UPI,Success
P0000872,B0000872,20000,15-06-2024,Cash,Success
P0000873,B0000873,10000,15-06-2024,Cash,Success
P0000874,B0000874,48000,29-06-2024,UPI,Success
P0000875,B0000875,42000,17-07-2024,Online,Success
P0000876,B0000876,2500,06-07-2024,Online,Success
P0000877,B0000877,5000,21-06-2024,Cash,Success
P0000878,B0000878,25000,12-07-2024,Card,Success
P0000879,B0000879,84000,26-06-2024,UPI,Success
P0000880,B0000880,30000,17-06-2024,UPI,Success
P0000881,B0000881,27500,15-07-2024,Cash,Success
P0000882,B0000882,22500,21-06-2024,Online,Success
P0000883,B0000883,18000,14-07-2024,Online,Success
P0000884,B0000884,15000,02-07-2024,UPI,Success
P0000885,B0000885,36000,17-06-2024,Online,Success
P0000886,B0000886,48000,30-06-2024,Online,Success
P0000887,B0000887,5000,27-06-2024,UPI,Success
P0000888,B0000888,32500,18-06-2024,Online,Success
P0000889,B0000889,17500,18-06-2024,Online,Success
P0000890,B0000890,2500,23-06-2024,Card,Success
P0000891,B0000891,24000,15-07-2024,UPI,Success
P0000892,B0000892,2500,26-06-2024,Cash,Success
P0000893,B0000893,2500,18-06-2024,UPI,Success
P0000894,B0000894,5000,22-06-2024,UPI,Success
P0000895,B0000895,20000,17-07-2024,Online,Success
P0000896,B0000896,17500,22-07-2024,Online,Success
P0000897,B0000897,18000,19-06-2024,Online,Success
P0000898,B0000898,4000,29-06-2024,Online,Success
P0000899,B0000899,42000,19-06-2024,UPI,Success
P0000900,B0000900,2500,05-07-2024,Online,Success
P0000901,B0000901,12500,21-06-2024,Cash,Success
P0000902,B0000902,6000,19-06-2024,Online,Success
P0000903,B0000903,5000,11-07-2024,Card,Success
P0000904,B0000904,15000,20-06-2024,Card,Success
P0000905,B0000905,10500,23-07-2024,Online,Success
P0000906,B0000906,12500,21-06-2024,Card,Success
P0000907,B0000907,16500,21-06-2024,Card,Success
P0000908,B0000908,5000,07-07-2024,UPI,Success
P0000909,B0000909,56000,18-07-2024,Online,Success
P0000910,B0000910,20000,06-07-2024,Cash,Success
P0000911,B0000911,25000,22-07-2024,Card,Success
P0000912,B0000912,22500,18-07-2024,Online,Success
P0000913,B0000913,16500,05-07-2024,UPI,Success
P0000914,B0000914,4500,16-07-2024,Cash,Success
P0000915,B0000915,35000,10-07-2024,Card,Success
P0000916,B0000916,3000,08-07-2024,UPI,Success
P0000917,B0000917,27500,30-06-2024,UPI,Success
P0000918,B0000918,44000,12-07-2024,UPI,Success
P0000919,B0000919,3000,24-06-2024,Cash,Success
P0000920,B0000920,52000,24-06-2024,Card,Success
P0000921,B0000921,60000,08-07-2024,Online,Success
P0000922,B0000922,3000,02-07-2024,Cash,Success
P0000923,B0000923,48000,04-07-2024,UPI,Success
P0000924,B0000924,4500,09-07-2024,Online,Success
P0000925,B0000925,32500,24-06-2024,UPI,Success
P0000926,B0000926,35000,03-08-2024,Online,Success
P0000927,B0000927,12500,24-06-2024,Cash,Success
P0000928,B0000928,12500,25-06-2024,Cash,Success
P0000929,B0000929,21000,30-06-2024,Card,Success
P0000930,B0000930,78000,02-08-2024,Online,Success
P0000931,B0000931,3000,25-06-2024,UPI,Success
P0000932,B0000932,25000,04-08-2024,UPI,Success
P0000933,B0000933,17500,31-07-2024,Cash,Success
P0000934,B0000934,18000,08-07-2024,UPI,Success
P0000935,B0000935,19500,11-07-2024,Card,Success
P0000936,B0000936,16500,26-07-2024,Card,Success
P0000937,B0000937,25000,28-06-2024,Card,Success
P0000938,B0000938,9000,25-06-2024,Card,Success
P0000939,B0000939,12500,25-06-2024,Card,Success
P0000940,B0000940,8000,22-07-2024,Cash,Success
P0000941,B0000941,32500,15-07-2024,UPI,Success
P0000942,B0000942,7500,01-07-2024,Card,Success
P0000943,B0000943,5000,15-07-2024,Cash,Success
P0000944,B0000944,56000,27-06-2024,UPI,Success
P0000945,B0000945,12500,12-07-2024,Online,Success
P0000946,B0000946,15000,22-07-2024,Online,Success
P0000947,B0000947,78000,09-07-2024,Cash,Success
P0000948,B0000948,16500,29-06-2024,UPI,Success
P0000949,B0000949,5000,18-07-2024,Cash,Success
P0000950,B0000950,15000,17-07-2024,Online,Success
P0000951,B0000951,17500,26-07-2024,UPI,Success
P0000952,B0000952,7500,29-06-2024,Card,Success
P0000953,B0000953,40000,29-06-2024,Online,Success
P0000954,B0000954,32000,25-07-2024,Cash,Success
P0000955,B0000955,7500,29-06-2024,Card,Success
P0000956,B0000956,25000,13-07-2024,Card,Success
P0000957,B0000957,27500,30-06-2024,UPI,Success
P0000958,B0000958,17500,21-07-2024,Card,Success
P0000959,B0000959,20000,26-07-2024,UPI,Success
P0000960,B0000960,27500,30-06-2024,UPI,Success
P0000961,B0000961,27500,30-06-2024,UPI,Success
P0000962,B0000962,12000,30-06-2024,UPI,Success
P0000963,B0000963,19500,19-07-2024,Cash,Success
P0000964,B0000964,12500,24-07-2024,Card,Success
P0000965,B0000965,10000,30-07-2024,Card,Success
P0000966,B0000966,5000,03-07-2024,UPI,Success
P0000967,B0000967,24000,08-08-2024,Cash,Success
P0000968,B0000968,17500,03-07-2024,Cash,Success
P0000969,B0000969,12500,03-07-2024,UPI,Success
P0000970,B0000970,19500,06-08-2024,Card,Success
P0000971,B0000971,42000,14-07-2024,Online,Success
P0000972,B0000972,30000,11-07-2024,Cash,Success
P0000973,B0000973,12000,05-07-2024,UPI,Success
P0000974,B0000974,15000,06-08-2024,UPI,Success
P0000975,B0000975,2500,03-08-2024,Card,Success
P0000976,B0000976,44000,07-08-2024,Online,Success
P0000977,B0000977,17500,31-07-2024,Online,Success
P0000978,B0000978,35000,06-07-2024,Cash,Success
P0000979,B0000979,20000,06-07-2024,Online,Success
P0000980,B0000980,32500,18-07-2024,Online,Success
P0000981,B0000981,66000,25-07-2024,Card,Success
P0000982,B0000982,10500,21-07-2024,Card,Success
P0000983,B0000983,20000,05-08-2024,UPI,Success
P0000984,B0000984,18000,14-08-2024,UPI,Success
P0000985,B0000985,16500,02-08-2024,Card,Success
P0000986,B0000986,2500,13-07-2024,Cash,Success
P0000987,B0000987,25000,13-07-2024,Card,Success
P0000988,B0000988,2500,24-07-2024,Cash,Success
P0000989,B0000989,20000,20-07-2024,Online,Success
P0000990,B0000990,22500,08-07-2024,Card,Success
P0000991,B0000991,42000,08-07-2024,Cash,Success
P0000992,B0000992,12000,26-07-2024,Online,Success
P0000993,B0000993,10000,18-07-2024,Online,Success
P0000994,B0000994,22500,08-07-2024,Card,Success
P0000995,B0000995,5000,07-08-2024,UPI,Success
P0000996,B0000996,7500,08-07-2024,Card,Success
P0000997,B0000997,15000,03-08-2024,Online,Success
P0000998,B0000998,7500,04-08-2024,UPI,Success
P0000999,B0000999,35000,24-07-2024,Cash,Success
P0001000,B0001000,27500,09-07-2024,Online,Success
P0001001,B0001001,27500,26-07-2024,Online,Success
P0001002,B0001002,3000,10-07-2024,Card,Success
P0001003,B0001003,78000,28-07-2024,UPI,Success
P0001004,B0001004,35000,10-07-2024,Cash,Success
P0001005,B0001005,20000,15-07-2024,Online,Success
P0001006,B0001006,5000,04-08-2024,Online,Success
P0001007,B0001007,22500,19-07-2024,Cash,Success
P0001008,B0001008,30000,11-07-2024,Online,Success
P0001009,B0001009,30000,11-07-2024,UPI,Success
P0001010,B0001010,10000,14-08-2024,UPI,Success
P0001011,B0001011,24000,01-08-2024,UPI,Success
P0001012,B0001012,12000,11-07-2024,Online,Success
P0001013,B0001013,15000,11-07-2024,Card,Success
P0001014,B0001014,17500,18-07-2024,UPI,Success
P0001015,B0001015,25000,12-07-2024,Online,Success
P0001016,B0001016,35000,08-08-2024,Online,Success
P0001017,B0001017,25000,03-08-2024,UPI,Success
P0001018,B0001018,60000,18-08-2024,Cash,Success
P0001019,B0001019,35000,12-07-2024,Cash,Success
P0001020,B0001020,21000,23-07-2024,UPI,Success
P0001021,B0001021,12000,28-07-2024,UPI,Success
P0001022,B0001022,18000,13-07-2024,Card,Success
P0001023,B0001023,36000,04-08-2024,Online,Success
P0001024,B0001024,9000,13-08-2024,Cash,Success
P0001025,B0001025,16500,14-07-2024,Cash,Success
P0001026,B0001026,10500,14-07-2024,UPI,Success
P0001027,B0001027,22500,24-07-2024,Online,Success
P0001028,B0001028,28000,15-07-2024,Card,Success
P0001029,B0001029,25000,22-07-2024,UPI,Success
P0001030,B0001030,2500,15-07-2024,Online,Success
P0001031,B0001031,10500,21-08-2024,UPI,Success
P0001032,B0001032,6000,10-08-2024,UPI,Success
P0001033,B0001033,27500,05-08-2024,Online,Success
P0001034,B0001034,25000,08-08-2024,UPI,Success
P0001035,B0001035,4500,18-07-2024,Cash,Success
P0001036,B0001036,13500,16-08-2024,UPI,Success
P0001037,B0001037,22500,22-08-2024,Cash,Success
P0001038,B0001038,22500,24-07-2024,UPI,Success
P0001039,B0001039,20000,16-08-2024,Cash,Success
P0001040,B0001040,17500,25-07-2024,Online,Success
P0001041,B0001041,44000,11-08-2024,Card,Success
P0001042,B0001042,78000,09-08-2024,Cash,Success
P0001043,B0001043,18000,31-07-2024,Online,Success
P0001044,B0001044,40000,18-07-2024,Online,Success
P0001045,B0001045,19500,18-07-2024,Card,Success
P0001046,B0001046,21000,18-07-2024,Cash,Success
P0001047,B0001047,32500,19-07-2024,Cash,Success
P0001048,B0001048,30000,25-07-2024,UPI,Success
P0001049,B0001049,32500,03-08-2024,Card,Success
P0001050,B0001050,54000,22-07-2024,Card,Success
P0001051,B0001051,32500,01-08-2024,Online,Success
P0001052,B0001052,12000,03-08-2024,Cash,Success
